linqmap_roadType_1,linqmap_reportRating_1,linqmap_reliability_1,x_1,y_1,light_rail_1,minutes_since_pub_1,days_since_pub_1,traffic_1,0-2_1,2-4_1,4-6_1,6-8_1,8-10_1,10-12_1,12-14_1,14-16_1,16-18_1,18-20_1,20-22_1,22-24_1,sin_magvar_1,cos_magvar_1,linqmap_roadType_2,linqmap_reportRating_2,linqmap_reliability_2,x_2,y_2,light_rail_2,minutes_since_pub_2,days_since_pub_2,traffic_2,0-2_2,2-4_2,4-6_2,6-8_2,8-10_2,10-12_2,12-14_2,14-16_2,16-18_2,18-20_2,20-22_2,22-24_2,sin_magvar_2,cos_magvar_2,linqmap_roadType_3,linqmap_reportRating_3,linqmap_reliability_3,x_3,y_3,light_rail_3,minutes_since_pub_3,days_since_pub_3,traffic_3,0-2_3,2-4_3,4-6_3,6-8_3,8-10_3,10-12_3,12-14_3,14-16_3,16-18_3,18-20_3,20-22_3,22-24_3,sin_magvar_3,cos_magvar_3,linqmap_roadType_4,linqmap_reportRating_4,linqmap_reliability_4,x_4,y_4,light_rail_4,minutes_since_pub_4,days_since_pub_4,traffic_4,0-2_4,2-4_4,4-6_4,6-8_4,8-10_4,10-12_4,12-14_4,14-16_4,16-18_4,18-20_4,20-22_4,22-24_4,sin_magvar_4,cos_magvar_4,linqmap_type_1_ACCIDENT,linqmap_type_1_JAM,linqmap_type_1_ROAD_CLOSED,linqmap_subtype_1_ACCIDENT_NO_SUBTYPE,linqmap_subtype_1_JAM_HEAVY_TRAFFIC,linqmap_subtype_1_JAM_MODERATE_TRAFFIC,linqmap_subtype_1_JAM_NO_SUBTYPE,linqmap_subtype_1_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_1_ROAD_CLOSED_EVENT,linqmap_type_2_JAM,linqmap_type_2_ROAD_CLOSED,linqmap_type_2_WEATHERHAZARD,linqmap_subtype_2_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_2_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_2_JAM_HEAVY_TRAFFIC,linqmap_subtype_2_JAM_MODERATE_TRAFFIC,linqmap_subtype_2_JAM_NO_SUBTYPE,linqmap_subtype_2_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_2_ROAD_CLOSED_EVENT,linqmap_subtype_2_ROAD_CLOSED_NO_SUBTYPE,linqmap_type_3_ACCIDENT,linqmap_type_3_JAM,linqmap_type_3_ROAD_CLOSED,linqmap_type_3_WEATHERHAZARD,linqmap_subtype_3_ACCIDENT_NO_SUBTYPE,linqmap_subtype_3_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_3_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_3_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_3_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_3_JAM_HEAVY_TRAFFIC,linqmap_subtype_3_JAM_MODERATE_TRAFFIC,linqmap_subtype_3_JAM_NO_SUBTYPE,linqmap_subtype_3_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_3_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_3_ROAD_CLOSED_EVENT,linqmap_subtype_3_WEATHERHAZARD_NO_SUBTYPE,linqmap_type_4_ACCIDENT,linqmap_type_4_JAM,linqmap_type_4_ROAD_CLOSED,linqmap_type_4_WEATHERHAZARD,linqmap_subtype_4_ACCIDENT_MAJOR,linqmap_subtype_4_ACCIDENT_MINOR,linqmap_subtype_4_ACCIDENT_NO_SUBTYPE,linqmap_subtype_4_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_4_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_4_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_4_HAZARD_ON_ROAD_POT_HOLE,linqmap_subtype_4_HAZARD_ON_SHOULDER_CAR_STOPPED,linqmap_subtype_4_JAM_HEAVY_TRAFFIC,linqmap_subtype_4_JAM_MODERATE_TRAFFIC,linqmap_subtype_4_JAM_NO_SUBTYPE,linqmap_subtype_4_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_4_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_4_ROAD_CLOSED_EVENT,linqmap_subtype_4_ROAD_CLOSED_NO_SUBTYPE,linqmap_subtype_4_WEATHERHAZARD_NO_SUBTYPE,most_prominent_street,second_most_prominent_street,1_in_most_prominent_street,1_in_second_most_prominent_street,2_in_most_prominent_street,2_in_second_most_prominent_street,3_in_most_prominent_street,3_in_second_most_prominent_street,4_in_most_prominent_street,4_in_second_most_prominent_street,z_score_1,1_used_in_mean,z_score_2,2_used_in_mean,z_score_3,3_used_in_mean,z_score_4,4_used_in_mean,mean_x,mean_y
2,0,10,177321.38999999966,661428.4299999997,0,0.0,101.84093099537037,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177426.34999999963,662419.4100000001,0,0.0,99.07483144675926,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177366.4400000004,661908.0899999999,0,0.0,99.07483145833334,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,1,6,177948.66000000015,662059.5899999999,0,18.757283333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.40673664307580015,0.9135454576426009,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,1.8415888683777044,1.0,1.5582276868304936,1.0,0.5132481936195524,1.0,1.4650010229774706,1.0,177515.70999999996,661953.8799999999
2,0,10,177334.5,661514.4299999997,0,0.0,101.84094263888889,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177347.7999999998,661625.0600000005,0,0.0,101.84094265046296,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177434.91000000015,662363.7100000009,0,0.0,101.84093104166666,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,5,5,177885.9299999997,663558.2100000009,0,17.524016666666668,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.5591929034707469,0.8290375725550417,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,1.4785044216700893,1.0,1.2655117243221827,1.0,0.22756680379340727,1.0,2.5932606777355933,1.0,177500.78499999992,662265.3525000005
2,0,6,177413.54000000004,662175.6099999994,0,0.0,101.84093108796296,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177381.58999999985,662031.7899999991,0,0.0,99.0748315625,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,180244.75,664183.7100000009,0,0.0,8.661787604166667,751,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,1,5,6,178024.5599999996,663513.6600000001,0,42.40745,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.7431448254773942,-0.6691306063588582,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1.1265769658056024,1.0,1.2464110090184193,1.0,2.2328593368524166,1.0,0.5676089626841104,1.0,178266.10999999987,662976.1924999999
2,0,6,177356.33999999985,661702.3200000003,0,0.0,101.84093116898148,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,17,0,6,178698.5599999996,663005.4399999995,0,0.0,69.56810707175926,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,10,180749.91999999995,661572.5,0,0.0,23.947713541666666,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,7,176781.4299999997,660326.3200000003,0,11.657533333333333,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.8290375725550414,-0.5591929034707472,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.8416211152647022,1.0,1.1209185532213677,1.0,1.9028695702256357,1.0,1.6883975432339786,1.0,178396.56249999977,661651.645
2,0,10,177363.59999999963,661768.3800000008,0,0.0,101.84093122685185,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177395.46999999974,662145.5199999996,0,0.0,99.0739405324074,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,16,0,10,178580.53000000026,663032.5,0,0.0,69.56810712962962,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,178693.75,665885.8900000006,0,0.0,54.78681087962963,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4066433676365895,1.0,1.0937998841099408,1.0,0.5337093076604668,1.0,2.4648166860164937,1.0,178008.3374999999,663208.0725000002
1,0,10,179748.33000000007,666135.5099999998,0,0.0,181.2034891898148,389,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1,0,9,180759.6799999997,661531.8699999992,0,0.0,23.947702118055556,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,0,10,180468.24000000025,661860.9900000002,0,0.0,10.906128067129629,628,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,5,5,180241.53000000023,669351.4199999999,0,16.55775,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.8090169943749475,0.5877852522924731,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8444123036781065,1.0,1.7880145744792564,1.0,1.5899314904183193,1.0,2.5716880130823383,1.0,180304.44500000007,664719.9474999998
2,0,10,179177.2000000002,662945.9700000007,0,0.0,153.91800314814816,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,17,0,10,178626.95999999996,663024.7799999993,0,0.0,69.56810726851852,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,7,180759.6799999997,661531.8699999992,0,0.0,23.947713761574075,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,5,5,178058.33999999985,663461.0800000001,0,12.257883333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2380628040265838,1.0,0.6927402296887366,1.0,2.319310763522944,1.0,1.5153436356908863,1.0,179155.54499999993,662740.9249999998
2,0,10,179107.7000000002,663112.9000000004,0,0.0,102.06447310185185,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177386.4299999997,662058.9399999995,0,0.0,99.07483188657407,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177419.7000000002,662364.0999999996,0,0.0,99.07483189814815,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,6,177412.58000000007,662309.3499999996,0,0.0,99.07483190972222,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,2.5354152529301053,1.0,1.0618486360486419,1.0,0.7489002821314984,1.0,0.7887313387318272,1.0,177831.60250000004,662461.3224999998
2,0,10,179116.7000000002,665979.1099999994,0,0.0,55.94730880787037,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,0,10,179116.38999999966,665972.2300000004,0,0.0,55.03815368055555,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,6,178693.75,665885.8900000006,0,0.0,54.78681112268519,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,184821.53000000023,669462.1699999999,0,2.34135,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.7193398003386514,-0.694658370458997,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7723640624740877,1.0,0.7743254495310417,1.0,0.9753499245566211,1.0,2.520244222379214,1.0,180437.09250000003,666824.8500000001
2,0,10,178678.98000000045,665826.8399999999,0,0.0,54.78681120370371,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,9,177997.03000000026,662179.2799999993,0,70.72478333333333,0.0,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,2,5,6,180606.5700000003,664475.0899999999,0,29.508166666666668,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.9335804264972017,-0.35836794954530027,2,5,5,184611.2999999998,669556.8900000006,0,4.7581,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.9961946980917455,0.08715574274765814,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6942913065448623,1.0,1.5811495396266932,1.0,0.3973596300499304,1.0,2.205238087517296,1.0,180473.4700000002,665509.5249999999
1,0,6,176901.25999999978,661672.7599999998,0,833.0416166666666,0.0,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,5,6,177855.20999999996,663504.8699999992,0,18.658183333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.3420201433256687,0.9396926207859084,2,5,6,179735.7999999998,661518.2200000007,0,9.291533333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.15643446504023087,0.9876883405951378,2,5,5,183669.0499999998,669741.7699999996,0,6.3582833333333335,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.08715574274765864,-0.9961946980917455,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2099852464665746,1.0,0.6030773176036298,1.0,0.8753533077199835,1.0,2.3524939729969225,1.0,179540.32999999984,664109.4049999998
2,0,10,179055.76999999955,663114.8699999992,0,0.0,154.94704283564815,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,6,178813.41999999993,666065.5299999993,0,0.0,94.96936922453703,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,17,0,10,178491.23000000045,663020.3100000005,0,0.0,69.56810762731482,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,5,5,180171.7199999997,665689.1199999992,0,2.975033333333333,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.9612616959383189,-0.27563735581699905,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1.3306488654296635,1.0,1.5900037256621347,1.0,1.5536362075643546,1.0,1.5654526319452227,1.0,179133.03499999992,664472.4574999996
1,0,10,180135.2000000002,662368.6999999993,0,0.0,105.80068868055555,1335,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,0,6,176766.50999999978,661726.2799999993,0,833.0417,0.0,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,5,6,177925.8200000003,663615.3900000006,0,17.02505,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.5150380749100542,0.8571673007021123,2,5,8,177009.65000000037,660531.3800000008,0,12.808383333333333,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.35836794954530043,-0.9335804264972017,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799569003874515,1.0,1.0143372127857841,1.0,1.2735945400215336,1.0,1.473925029148515,1.0,177959.29500000016,662060.4375
2,0,10,179193.58000000007,662978.9499999993,0,0.0,156.92043413194443,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,179100.08999999985,663100.0700000003,0,0.0,156.92043413194443,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,0,10,179022.34999999963,665899.0600000005,0,0.0,56.74514476851852,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,6,182532.29000000004,668246.8000000007,0,14.608416666666667,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.8290375725550417,-0.5591929034707467,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2081907374928456,1.0,1.1660688624777327,1.0,0.6885876808049866,1.0,2.2349027932483176,1.0,179962.0774999999,665056.2200000002
1,0,6,179062.41999999993,665885.5,0,0.0,56.745144814814815,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,10,179115.53000000026,665875.9800000004,0,0.0,55.03816564814815,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,5,179483.61000000034,663224.5899999999,0,16.375233333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.6946583704589976,0.7193398003386509,1,5,5,178742.91999999993,664062.0800000001,0,13.091883333333334,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.224951054343865,0.9743700647852352,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5832174956908283,1.0,1.5690023489797749,1.0,2.2313366665853818,1.0,1.1074031505629807,1.0,179101.1200000001,664762.0375000001
2,0,6,177381.6299999999,661904.2699999996,0,0.0,101.84093190972222,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,7,177403.1200000001,662212.1300000008,0,0.0,99.07483237268518,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178547.0,665523.4900000002,0,0.0,54.78681152777778,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,5,5,178952.04000000004,663770.0800000001,0,13.941966666666668,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.9455185755993168,-0.3255681544571564,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1.5040517620551603,1.0,1.2392498391487992,1.0,2.0842108299778723,1.0,0.914338489315585,1.0,178070.9475,663352.4925000002
2,0,10,177437.83000000007,662499.7699999996,0,0.0,99.07483240740741,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177408.16000000015,662268.3399999999,0,0.0,99.07483246527778,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178747.04000000004,666085.1899999995,0,0.0,54.78681162037037,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,0,6,180344.96,664164.5899999999,0,0.0,8.661788449074074,751,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1.1952226458366024,1.0,1.3422631539738605,1.0,1.7156859694214655,1.0,1.3935886001044138,1.0,178484.49750000006,663754.4724999997
2,0,6,177405.6900000004,662240.8399999999,0,0.0,99.07483255787037,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,54.786811712962965,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,179719.23000000045,665936.1300000008,0,0.0,11.74516820601852,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,2,5,178485.4500000002,663060.4700000007,0,13.708883333333333,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.1564344650402311,0.9876883405951377,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8936078396911455,1.0,1.1997660202036902,1.0,1.6994589569337184,1.0,0.9658139365755345,1.0,178557.1375000002,664230.9750000006
17,0,10,178661.00999999978,663015.4499999993,0,0.0,69.5681080787037,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,5,5,177667.8200000003,662529.0600000005,0,12.508933333333333,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.992546151641322,0.12186934340514768,1,5,5,177640.4500000002,662696.0600000005,0,9.0256,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.1564344650402311,0.9876883405951377,1,5,5,183543.0599999996,668588.9600000009,0,2.85895,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5591668844294634,1.0,0.9632415825331483,1.0,0.9257470233965,1.0,2.43011943890277,1.0,179378.08499999996,664207.3825000003
2,0,10,178578.91999999993,665596.5600000005,0,0.0,54.78681185185185,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,0,10,178672.3799999999,665806.7899999991,0,0.0,54.786811875,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,183602.2199999997,670005.3900000006,0,14.34245,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.3090169943749475,-0.9510565162951535,1,5,5,178058.33999999985,663461.0800000001,0,8.0091,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0.5653092055265377,1.0,0.4902497872009998,1.0,2.345230687661644,1.0,1.394853464783718,1.0,179727.96499999985,666217.4550000001
2,5,5,182475.98000000045,668101.9700000007,0,2.85915,0.0,1145,0,0,0,0,0,1,0,0,0,0,0,0,-0.7771459614569711,-0.6293203910498371,1,5,5,178665.9299999997,665397.9600000009,0,5.65325,0.0,985,0,0,0,0,0,1,0,0,0,0,0,0,0.05233595624294383,0.9986295347545738,2,5,5,177175.28000000026,662613.0899999999,0,3.4366166666666667,0.0,985,0,0,0,0,0,1,0,0,0,0,0,0,-0.5150380749100542,-0.8571673007021123,1,5,5,178824.4400000004,663691.6099999994,0,3.0366166666666667,0.0,985,0,0,0,0,0,1,0,0,0,0,0,0,-0.9816271834476639,-0.19080899537654547,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2288846841562737,1.0,0.379653591566855,1.0,1.5654824873688074,1.0,0.6666833367750002,1.0,179285.4075000002,664951.1575000002
2,0,10,179211.83999999985,663036.8800000008,0,0.0,156.9620972337963,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,178747.04000000004,666085.1899999995,0,0.0,95.0110208449074,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,2,0,10,178578.91999999993,665596.5600000005,0,0.0,54.82847453703704,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,10,180774.2199999997,661479.4800000004,0,0.0,23.98937730324074,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7416877103486463,1.0,1.5403975156931435,1.0,1.2507236007677776,1.0,2.145856653140841,1.0,179328.0049999999,664049.5275000003
2,0,10,177424.86000000034,662262.4000000004,0,0.0,101.88259498842592,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,180636.83000000007,664833.2699999996,0,0.0,57.12014126157408,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,54.82847460648148,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,7,180747.9000000004,671892.3699999992,0,4.470133333333333,0.0,985,0,0,0,0,0,1,0,0,0,0,0,0,-0.5150380749100542,-0.8571673007021123,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7651210999487454,1.0,0.7491850125122939,1.0,0.35731799600096703,1.0,2.385801360796181,1.0,179356.94250000012,666168.625
